Date,AAA,ACB,ANV,ASM,BCG,BCM,BID,BMI,BMP,BSI,BVH,CEO,CII,CTD,CTF,CTG,CTR,DBC,DCM,DGC,DGW,DHC,DIG,DPM,DRC,DXG,EIB,FPT,FRT,FTS,GAS,GEG,GEX,GMD,GVR,HAG,HAH,HBC,HCM,HDB,HDC,HDG,HNG,HPG,HSG,HT1,HUT,HVN,IDC,IDI,IJC,ITA,KBC,KDC,KDH,KOS,LPB,MBB,MBS,MIG,MSN,MWG,NKG,NLG,NT2,NVL,PAN,PC1,PDR,PHR,PLC,PLX,PNJ,POW,PTB,PVD,PVS,PVT,REE,SAB,SAM,SBT,SCR,SHB,SHS,SJS,SSI,STB,SZC,TCB,TCH,TCM,TPB,VC3,VCB,VCG,VCI,VCS,VGC,VHC,VHM,VIB,VIC,VIX,VJC,VND,VNM,VPB,VPI,VRE,VSC
2022-09-09,0.6103899927188241,-1.4676582649539958,0.023069095243081345,-0.8536177298302712,-0.20348841239205806,-1.3662526847733862,0.26750370478636615,,,,0.7359648467398695,0.09357245321210378,,,0.6487705143116571,,,,,,,,,,,,,,,,,,,,-1.6270215610526713,,,-0.4627240125142452,,,,,,,,,,,,,,,,,,,,,,,-1.7231803716082534,,0.20147364861513206,,,,,,,,-0.3523836818448376,,,,,,,-0.41116969691385796,,,,,,,,,,-1.343206099305808,,,,,,,,,,,0.482978850113289,,-2.1465288658537913,,,,,,0.7458508554222361,,,-0.4947435170856511,
2022-09-12,0.7078283973340797,-1.4066656199885688,-0.13985917565829786,-0.8909685095571797,-0.23434253274530692,-1.3827560988007115,0.44648737644028064,,,,0.68277390169645,0.0994167574437318,,,0.6632305285599815,,,,,,,,,,,,,,,,,,,,-1.575574649172744,,,-0.4355412639014465,,,,,,,,,,,,,,,,,,,,,,,-1.822559524359002,,0.1049721056247711,,,,,,,,-0.407446479360633,,,,,,,-0.4877133469374543,,,,,,,,,,-1.2527429835550208,,,,,,,,,,,0.46637584296557355,,-2.2284313471158375,,,,,,0.7526046534240313,,,-0.6932845562432071,
2022-09-13,0.7504709113850756,-1.4027224779319072,-0.08730942066642543,-0.8687402945289544,-0.22001195753555966,-1.3504038669442013,0.49560878245818096,,,,0.7305086177566389,0.09358037943109548,,,0.8099021190883537,,,,,,,,,,,,,,,,,,,,-1.5586985155638118,,,-0.4268712601851764,,,,,,,,,,,,,,,,,,,,,,,-1.8056152273177548,,0.12278461881876684,,,,,,,,-0.4064610517722152,,,,,,,-0.5171820435579875,,,,,,,,,,-1.1872400497154616,,,,,,,,,,,0.5364074862995085,,-2.187070506082657,,,,,,0.7378435576012371,,,-0.6444224070360609,
2022-09-14,0.7192431587682026,-1.3395749135242165,-0.02415867167608332,-0.8494624132400002,-0.1982053008706957,-1.3204067410795481,0.5648300031286789,,,,0.7273001757145188,0.12632899360592298,,,0.7397444884228527,,,,,,,,,,,,,,,,,,,,-1.5634269920535342,,,-0.3769496736206234,,,,,,,,,,,,,,,,,,,,,,,-1.8361424195640303,,0.11720455538156932,,,,,,,,-0.4403696840248201,,,,,,,-0.5387367698824989,,,,,,,,,,-1.2139192663267968,,,,,,,,,,,0.48631038625767764,,-2.1395514195027805,,,,,,0.9378581279849421,,,-0.66795023951083,
2022-09-15,0.6464585310444166,-1.3539893451899476,0.013713049182985049,-0.8410975746139451,-0.19727596568321085,-1.3912929752210692,0.7580992445240962,,,,0.6662325779571994,0.13423398179576285,,,0.7690755846260845,,,,,,,,,,,,,,,,,,,,-1.588956294246448,,,-0.39142775317372974,,,,,,,,,,,,,,,,,,,,,,,-1.8622969452146987,,0.14366218219299065,,,,,,,,-0.506898636274063,,,,,,,-0.5489592946468501,,,,,,,,,,-1.2476710752402949,,,,,,,,,,,0.437807582632968,,-2.197100980695555,,,,,,0.837831331806876,,,-0.7797737117489851,
2022-09-16,0.735307325211189,-1.2969755856508798,0.15868863178500986,-0.8339706067736434,-0.11072160365954842,-1.3876862452643752,0.7661303093434364,,,,0.7216760717051376,0.16316652547725313,,,0.8007112825621809,,,,,,,,,,,,,,,,,,,,-1.5085791958554595,,,-0.39167652318013246,,,,,,,,,,,,,,,,,,,,,,,-1.8765073036765962,,0.23790471591901363,,,,,,,,-0.4777166325176313,,,,,,,-0.5291771407353963,,,,,,,,,,-1.255824765627021,,,,,,,,,,,0.4916067493869,,-2.1971707308641455,,,,,,0.8374239390379425,,,-0.6616695972214551,
2022-09-19,0.8722594827204496,-1.2797068469813526,0.2219102828246989,-0.9066975925000739,-0.012340637765476226,-1.3815006359142548,1.1067551860283107,,,,1.2376486159929958,0.1162099616238697,,,0.6897763782850024,,,,,,,,,,,,,,,,,,,,-1.351322312080946,,,-0.44092652135443366,,,,,,,,,,,,,,,,,,,,,,,-1.9990871540879622,,0.36699199945401817,,,,,,,,-0.5492740256734769,,,,,,,-0.4610195693544606,,,,,,,,,,-1.1788280061893355,,,,,,,,,,,0.5883260873250562,,-2.162373709969501,,,,,,0.6874009882104967,,,-0.8988865185174485,
2022-09-20,0.6631330122699026,-1.2918170796951218,0.11545718341157069,-0.9549050745489143,-0.038919579970670415,-1.3429201761245217,0.865840252067162,,,,0.9637123650627046,0.10346364720245271,,,0.608905415370719,,,,,,,,,,,,,,,,,,,,-1.4274270007241965,,,-0.46235722846664523,,,,,,,,,,,,,,,,,,,,,,,-1.9999366088490342,,0.35068435948645826,,,,,,,,-0.5592747209430199,,,,,,,-0.5029922898006209,,,,,,,,,,-1.2495911065552754,,,,,,,,,,,0.4806777443891035,,-2.1771839520240306,,,,,,0.6455976838090749,,,-0.9155739641985261,
2022-09-21,0.6641592661775858,-1.2299576360170938,0.1846547475158299,-0.8950814384912382,-0.055792438031188524,-1.3374662296063762,0.956499112959556,,,,0.8115018798223649,0.09988032586100037,,,0.5147547222658784,,,,,,,,,,,,,,,,,,,,-1.4153514138562153,,,-0.4459026960232544,,,,,,,,,,,,,,,,,,,,,,,-2.004758461623404,,0.35663303313324274,,,,,,,,-0.5633582046123284,,,,,,,-0.4986875609398802,,,,,,,,,,-1.2751549160567879,,,,,,,,,,,0.47766524354000217,,-2.141882402695504,,,,,,0.49272581119472075,,,-0.8487321462043376,
2022-09-22,0.5550805660976024,-1.284380404219419,0.19484912741546628,-0.8715162812821813,-0.08647233634581386,-1.322477967628312,0.8626368559575726,,,,0.801251917728367,0.1002146950285927,,,0.4372231429118878,,,,,,,,,,,,,,,,,,,,-1.4564221082005344,,,-0.4906394116422407,,,,,,,,,,,,,,,,,,,,,,,-2.0082435534506566,,0.3493488009334076,,,,,,,,-0.6511497381739233,,,,,,,-0.5285169673348219,,,,,,,,,,-1.2694942764013124,,,,,,,,,,,0.4393577026645089,,-2.09638786487944,,,,,,0.4421862580572875,,,-0.8929712230949503,
2022-09-23,0.6044844509358496,-1.2682238013294715,0.20575571766667744,-0.8629049140600551,-0.10540451702004283,-1.284421070826114,0.918842254402597,,,,0.29460137987532803,0.07513545135664934,,,0.23795504691477964,,,,,,,,,,,,,,,,,,,,-1.4451542617389057,,,-0.5475017867473851,,,,,,,,,,,,,,,,,,,,,,,-2.0338813723406557,,0.3450755189562007,,,,,,,,-0.6586302958245407,,,,,,,-0.5162062493725226,,,,,,,,,,-1.2717611425956323,,,,,,,,,,,0.47842462651812867,,-2.074617333790904,,,,,,0.4442181437214201,,,-0.8929061964643344,
2022-09-26,0.7237100662045693,-1.1875248722190268,0.3481658338715009,-0.7476732237454738,0.012637465239759782,-1.2686068228149354,1.264103527844365,,,,0.3398864836419328,0.09683783154997622,,,0.0011767334412735309,,,,,,,,,,,,,,,,,,,,-1.4310660264207402,,,-0.5564457350403191,,,,,,,,,,,,,,,,,,,,,,,-2.071595882440506,,0.4761742185306103,,,,,,,,-0.6111612924408344,,,,,,,-0.3599327746330542,,,,,,,,,,-1.169566458825492,,,,,,,,,,,0.5364513233078257,,-1.9969018440158801,,,,,,0.7560796359111261,,,-0.4040737022996374,
2022-09-27,0.7299605450663713,-1.2240709161147987,0.29671454555999,-0.6768033965029422,0.01132824996273854,-1.2070383454427047,1.1863117887565826,,,,0.43506573819151284,0.1068585017963532,,,-0.0775248276585602,,,,,,,,,,,,,,,,,,,,-1.4072130076323761,,,-0.5381019620567671,,,,,,,,,,,,,,,,,,,,,,,-2.0430794865816813,,0.5456185806620567,,,,,,,,-0.692877735794537,,,,,,,-0.3627485681090545,,,,,,,,,,-1.1783423756058498,,,,,,,,,,,0.6467587564686411,,-1.828924422798789,,,,,,0.9381681236335053,,,-0.42263692526850344,
2022-09-28,0.7272939188507539,-1.1091800977006143,0.3961307241996276,-0.6771403133471896,0.15500476084424852,-1.1348306238535448,1.2177318398147823,,,,0.6649651266829082,0.10137445859300198,,,-0.23208892066890752,,,,,,,,,,,,,,,,,,,,-1.359396652758057,,,-0.4291506564901419,,,,,,,,,,,,,,,,,,,,,,,-1.9192556863270966,,0.5091179363387741,,,,,,,,-0.5280593427714568,,,,,,,-0.31097957171770063,,,,,,,,,,-1.1557899071511142,,,,,,,,,,,0.6992207181983584,,-1.5824821330148289,,,,,,0.9917335083950668,,,-0.5386688932261121,
2022-09-29,0.8883815052865198,-1.136808269791481,0.6305652412366224,-0.6001776900698752,0.2702438327652377,-0.9780389860477567,1.1683377414705034,,,,1.1103798048253195,0.07328480271001409,,,-0.343568340682475,,,,,,,,,,,,,,,,,,,,-1.2166496260208515,,,-0.37398897906511563,,,,,,,,,,,,,,,,,,,,,,,-1.9078154947062662,,0.5691553526354486,,,,,,,,-0.26738605276847177,,,,,,,-0.3110790780532232,,,,,,,,,,-1.0868902359335455,,,,,,,,,,,0.7671151095938117,,-1.598886116722971,,,,,,0.8729993970608838,,,-0.5923397533291492,
2022-09-30,0.9199026375273407,-1.2265968393747908,0.5201177800881687,-0.5952187972818502,0.2249481033688409,-1.0842399410199348,1.0369152331394214,,,,1.085902812900367,0.10134377194405275,,,-0.3899813652493863,,,,,,,,,,,,,,,,,,,,-1.2565603551825457,,,-0.32682159696680313,,,,,,,,,,,,,,,,,,,,,,,-1.9705702115154742,,0.519285105561533,,,,,,,,-0.4126496422664416,,,,,,,-0.3862780093706543,,,,,,,,,,-1.226535086318831,,,,,,,,,,,0.695919160517109,,-1.5943440458205047,,,,,,0.8992746747712238,,,-0.7355175386909513,
2022-10-03,1.2538843236296298,-1.1676762382294894,0.6946011508802241,-0.5911961581209327,0.3443826680714763,-1.1093632731850365,1.654802902758488,,,,1.7787760058876665,0.12396472526741015,,,-0.30724615636365044,,,,,,,,,,,,,,,,,,,,-1.1144203178223586,,,-0.285190652061744,,,,,,,,,,,,,,,,,,,,,,,-2.021337001775834,,0.5818218288444356,,,,,,,,-0.24039322844678657,,,,,,,-0.19290259196313314,,,,,,,,,,-1.1180289824185645,,,,,,,,,,,0.8571663222536874,,-1.5373422472159175,,,,,,0.9914130694901838,,,-0.22922607948990073,
2022-10-04,1.3272302829964462,-1.0137639830941865,0.7981561137727209,-0.5953583582374202,0.37273063976245185,-1.0853799248973215,1.7695575316259728,,,,2.1254087700407003,0.15150086608378016,,,-0.3611815924626485,,,,,,,,,,,,,,,,,,,,-0.8681585618763821,,,-0.2298045739538282,,,,,,,,,,,,,,,,,,,,,,,-1.845694154730614,,0.6384235455464555,,,,,,,,-0.11449341335900634,,,,,,,-0.17450650901714398,,,,,,,,,,-1.0473419377081097,,,,,,,,,,,0.8423509546979728,,-1.5121101155114338,,,,,,1.0136490539268261,,,-0.42436081292768746,
2022-10-05,1.1712713888042732,-0.9228257087631675,0.7517338764584698,-0.6235313591912396,0.3380990317830716,-1.0676104611870616,1.499871372140718,,,,1.6171089746949223,0.12203491080670914,,,-0.5966860641148304,,,,,,,,,,,,,,,,,,,,-0.9975836629366437,,,-0.2671748442792069,,,,,,,,,,,,,,,,,,,,,,,-1.8083146285095695,,0.5326786858250812,,,,,,,,-0.15014689147956764,,,,,,,-0.2058845472291131,,,,,,,,,,-1.1347091732993537,,,,,,,,,,,0.699659348026617,,-1.5694714997147337,,,,,,0.9169596259884708,,,-0.47315402928372896,
2022-10-06,1.384537573243894,-0.7946775694078043,0.9466978304271426,-0.6175903326904391,0.44325755982753745,-1.096270330222875,1.6523108845522754,,,,1.90702972681397,0.1411641348647898,,,-0.6636100552483332,,,,,,,,,,,,,,,,,,,,-0.7549948888728999,,,-0.1990698661922784,,,,,,,,,,,,,,,,,,,,,,,-1.6945927039772242,,0.6744823743142313,,,,,,,,0.08015300667513611,,,,,,,-0.18321704450087006,,,,,,,,,,-1.0610616124373582,,,,,,,,,,,0.7350346408012173,,-1.5985667707012094,,,,,,1.0819831049682367,,,-0.4131095198825591,
2022-10-07,1.7253906492899407,-0.37923171142479106,1.1731076667963005,-0.44892460309636656,0.48756219167291526,-1.04994580823154,2.1710162638611346,,,,1.9617657655556562,0.16915442899890046,,,-0.6189804037134923,,,,,,,,,,,,,,,,,,,,-0.5399323296864589,,,-0.10370796267499025,,,,,,,,,,,,,,,,,,,,,,,-1.5577830095673226,,0.863923740781114,,,,,,,,0.12975697689468843,,,,,,,-0.17717668883373744,,,,,,,,,,-0.9462795726433314,,,,,,,,,,,0.697333304937034,,-1.652781594120433,,,,,,1.0968669515176805,,,-0.32207593359799125,
2022-10-10,1.659029102522391,-0.37961910273669197,0.9876202731274877,-0.4665958531723524,0.44000826394339076,-1.1040466049337603,1.8808036675961917,,,,1.5633643238712,0.17408170158852804,,,-0.6538064507942387,,,,,,,,,,,,,,,,,,,,-0.595934566362779,,,-0.15399917787606932,,,,,,,,,,,,,,,,,,,,,,,-1.4648038924142628,,0.7730852808281541,,,,,,,,0.04165629665148622,,,,,,,-0.22421707908485056,,,,,,,,,,-1.0194660668381785,,,,,,,,,,,0.5750174165845527,,-1.7168320336540002,,,,,,1.0393744658879434,,,-0.08938199482413117,
2022-10-11,2.0712846875130166,0.057827079516509006,1.121256101919423,-0.3746366848934089,0.5615254413493609,-1.008650576626012,2.3163221182103277,,,,2.063906625661024,0.2147406995570475,,,-0.5709067121704655,,,,,,,,,,,,,,,,,,,,-0.3747687449235274,,,-0.05073364653920166,,,,,,,,,,,,,,,,,,,,,,,-1.4832591637766923,,0.6789590928574645,,,,,,,,0.22092298531705823,,,,,,,-0.04314965121217476,,,,,,,,,,-0.8693818639366887,,,,,,,,,,,0.7120252735981683,,-1.6628171449137525,,,,,,1.0467677034013332,,,0.4303551318976874,
2022-10-12,1.83246976434811,-0.2180490137226066,1.0723377278289759,-0.39517237457723137,0.5133187009900675,-1.076760238072939,1.7199933514545136,,,,1.7912398153566929,0.20294669302700283,,,-0.55486133445761,,,,,,,,,,,,,,,,,,,,-0.4207404243529197,,,-0.1040719388523472,,,,,,,,,,,,,,,,,,,,,,,-1.4360883359289671,,0.5580057838662351,,,,,,,,0.10075232102755231,,,,,,,-0.20751672266064589,,,,,,,,,,-0.8713686908731217,,,,,,,,,,,0.5889279397625127,,-1.7720617246470587,,,,,,0.8888863280638968,,,0.21768257813012476,
2022-10-13,1.780472272991433,-0.5514921071617778,1.1309485452591388,-0.34513558636604247,0.5025107846348194,-1.068852679003205,1.1391082317861831,,,,1.616691810046644,0.17723384486144575,,,-0.5687783330029222,,,,,,,,,,,,,,,,,,,,-0.4232850069224428,,,-0.10209999429640529,,,,,,,,,,,,,,,,,,,,,,,-1.2942891319966807,,0.6072276486530569,,,,,,,,0.0759272827277061,,,,,,,-0.2852427373785221,,,,,,,,,,-1.0079796124024534,,,,,,,,,,,0.6143528908346406,,-1.809136678657623,,,,,,0.6767067920332799,,,-0.04335021282071161,
2022-10-14,1.593418448100509,-0.679849277284642,1.0817632767609129,-0.3332073340049914,0.47114882003601977,-1.0372046862213384,1.0390620430888327,,,,1.372754624548298,0.1684802316731194,,,-0.5994514425619264,,,,,,,,,,,,,,,,,,,,-0.49059407992945614,,,-0.14784768340418902,,,,,,,,,,,,,,,,,,,,,,,-1.2296184585055425,,0.6171129676904239,,,,,,,,0.07905743621637125,,,,,,,-0.33469482419284985,,,,,,,,,,-0.8780311585265194,,,,,,,,,,,0.5881367481613505,,-1.7235469053754624,,,,,,0.6560533693807216,,,0.1436499508364127,
2022-10-17,1.6029571849807773,-0.7212706955542527,0.972075464849872,-0.3347733287581213,0.460866396618557,-1.0109056740035856,1.0882926696913624,,,,1.3547930286439214,0.19591685971633085,,,-0.5604876997421695,,,,,,,,,,,,,,,,,,,,-0.5250449970218986,,,-0.20050918851583543,,,,,,,,,,,,,,,,,,,,,,,-1.219586301012365,,0.5837026802016532,,,,,,,,0.007969863243541136,,,,,,,-0.3879631755075367,,,,,,,,,,-0.9699885968096895,,,,,,,,,,,0.5278660631450633,,-1.5661609347806997,,,,,,0.6562909777671468,,,0.2758349115150055,
2022-10-18,1.460427476238321,-0.8891899031781548,0.9325469508450397,-0.3863285257651465,0.4208800602689429,-1.0138985890644643,1.034973048722811,,,,1.304062445179364,0.16135618008382788,,,-0.5302921388147885,,,,,,,,,,,,,,,,,,,,-0.5862952008708511,,,-0.2091125502346252,,,,,,,,,,,,,,,,,,,,,,,-1.305906261461346,,0.5577643509565031,,,,,,,,0.0779042963392444,,,,,,,-0.4031885825675658,,,,,,,,,,-0.8619236646744456,,,,,,,,,,,0.49857128203574186,,-1.5841989331038082,,,,,,0.3827768549767683,,,0.11926739189730934,
2022-10-19,1.3526403341127624,-0.877750743580489,0.9058463964877759,-0.37090244417900636,0.4343957627540158,-0.9925430948832488,0.9353474502722201,,,,1.227066907825649,0.15386966699058144,,,-0.5063088186890494,,,,,,,,,,,,,,,,,,,,-0.5633379532508395,,,-0.2364025707314945,,,,,,,,,,,,,,,,,,,,,,,-1.1599412010913523,,0.7057848753495363,,,,,,,,0.11264416430448226,,,,,,,-0.3687258392683981,,,,,,,,,,-0.8029960877896216,,,,,,,,,,,0.5561751391241112,,-1.4990012090600757,,,,,,0.4066968467631239,,,0.24180407567445214,
2022-10-20,1.407883304202814,-1.0227719378182154,0.8956609651898444,-0.3709992922377111,0.42663986687785954,-1.0195456058963672,0.8639272234002845,,,,1.239483931717652,0.14692501173161623,,,-0.5442916572691981,,,,,,,,,,,,,,,,,,,,-0.5475307687203922,,,-0.24999868155772453,,,,,,,,,,,,,,,,,,,,,,,-1.1959079383903082,,0.6887086131298349,,,,,,,,0.11039963185625418,,,,,,,-0.28611944744658646,,,,,,,,,,-0.8707087490779313,,,,,,,,,,,0.668340588657995,,-1.4488733581203177,,,,,,0.29436877879695467,,,0.26319324138422656,
2022-10-21,1.7567783599804692,-0.9094617758417473,1.1498476709880645,-0.24214022032660323,0.5482583059105117,-1.047320292230061,0.9112599104894965,,,,1.6887051943290752,0.1971648762427466,,,-0.49179386783162815,,,,,,,,,,,,,,,,,,,,-0.34915949365275123,,,-0.21788398153142463,,,,,,,,,,,,,,,,,,,,,,,-1.1528090278495928,,0.831475530557826,,,,,,,,0.2887836727118258,,,,,,,-0.14100584551074644,,,,,,,,,,-0.8186658903252235,,,,,,,,,,,0.8222850268813342,,-1.2436882525957267,,,,,,0.2887404065374982,,,0.5604302292075681,
2022-10-24,2.1413762110200616,-0.47162855478119203,1.023487932470503,-0.1570401576949394,0.6580742175896868,-1.1134130871723231,1.5051554467051464,,,,1.5619528395259996,0.22205026519999727,,,-0.41940564945126213,,,,,,,,,,,,,,,,,,,,-0.1272654850695134,,,-0.15047143072021602,,,,,,,,,,,,,,,,,,,,,,,-1.2145228166018156,,0.9505016170398527,,,,,,,,0.4475200030041687,,,,,,,0.031730246910488466,,,,,,,,,,-0.7173357757513795,,,,,,,,,,,0.9583436450107922,,-0.9234896573175335,,,,,,0.5477949795407155,,,1.0125954281368719,
2022-10-25,1.8625405298408888,-0.6883667173663087,1.1633738314494124,-0.0621857972142071,0.8337892538187258,-1.2376605255417041,1.222602629785388,,,,1.19749003264614,0.24945559300825232,,,-0.41468029750044283,,,,,,,,,,,,,,,,,,,,0.09746072141736484,,,-0.05850574017050277,,,,,,,,,,,,,,,,,,,,,,,-1.3023864034145538,,0.8837864210254642,,,,,,,,0.4562343023571713,,,,,,,0.010929057340234957,,,,,,,,,,-0.6264517017625001,,,,,,,,,,,0.33987867591271054,,-0.9843566575146766,,,,,,0.3093984978232094,,,0.7497928271166104,
2022-10-26,1.8289317358283752,-0.6885082880087852,1.0367050636200217,0.06698940468374867,1.0716004702474173,-1.2915856524755362,1.1269431662809337,,,,1.0125505717163987,0.34734793298900374,,,-0.34789376741675415,,,,,,,,,,,,,,,,,,,,0.01235737051838881,,,0.04100896704334556,,,,,,,,,,,,,,,,,,,,,,,-1.3625317655607379,,0.9626203572897647,,,,,,,,0.5003738410665431,,,,,,,-0.01915734964924433,,,,,,,,,,-0.5626878903629807,,,,,,,,,,,0.46599511275076533,,-0.8692112830091718,,,,,,0.2874267087584127,,,0.981424452419785,
2022-10-27,1.4950493209575897,-0.9352002497517166,0.9140772776309548,-0.03667358218253469,0.8931879187843186,-1.276715636992275,0.6157894847714027,,,,0.7650252003555407,0.2687720528798056,,,-0.43022863242105835,,,,,,,,,,,,,,,,,,,,-0.2267048524850408,,,-0.11718678663798457,,,,,,,,,,,,,,,,,,,,,,,-1.3799220723834793,,0.7908480622444078,,,,,,,,0.3701338216599081,,,,,,,0.045395667085059384,,,,,,,,,,-0.6717408790476257,,,,,,,,,,,0.35308452788557065,,1.518951121841876,,,,,,0.04158770113787817,,,0.7799558932418278,
2022-10-28,1.2528314479179816,-0.9650962816068341,1.112603402098523,-0.20672107279369184,0.8802877441106493,-1.5307232117498621,1.130965301754918,,,,0.8723685512507706,0.21758706708463774,,,-0.12460918975852145,,,,,,,,,,,,,,,,,,,,-0.1853914119177983,,,-0.07898268555850392,,,,,,,,,,,,,,,,,,,,,,,-1.2664279644020142,,-0.33772061584111446,,,,,,,,-0.0013671590865968059,,,,,,,0.12897681095063396,,,,,,,,,,0.10314074523859335,,,,,,,,,,,0.35683335457659593,,1.4030202343562752,,,,,,0.2491597296341541,,,0.7919515262128766,
2022-10-31,1.2505649331893618,-0.9969624631627545,1.1824879940482846,-0.19630228873263483,0.46813590889431506,-1.6081922827483512,0.941920653770194,,,,0.9065930402447282,0.12122965395036135,,,-0.16257570029785656,,,,,,,,,,,,,,,,,,,,-0.18268623784173885,,,-0.14956434212846303,,,,,,,,,,,,,,,,,,,,,,,-1.3790407657503136,,-0.2632733980741233,,,,,,,,0.012776987037307633,,,,,,,0.17106969959374588,,,,,,,,,,0.09410628586814573,,,,,,,,,,,0.371136797200912,,1.3576696247897133,,,,,,0.1951808669089819,,,0.5596264808010486,
2022-11-01,1.1882390593764074,-0.974216867622975,1.1877539112007016,-0.19581970459050274,0.4212893256905186,-1.6154337031374217,1.0804988769379777,,,,0.8772842126964918,0.02692373299621928,,,-0.1556956573809327,,,,,,,,,,,,,,,,,,,,-0.252724027681836,,,-0.2264843332146959,,,,,,,,,,,,,,,,,,,,,,,-1.5120569610167824,,-0.2364660034540862,,,,,,,,-0.07384193301683271,,,,,,,0.11450114059906441,,,,,,,,,,0.004579182536759152,,,,,,,,,,,0.3372203479399539,,1.3223978034364954,,,,,,0.01654956148471215,,,0.2992378830600924,
2022-11-02,1.0612744329244646,-0.7994747352810365,1.087580273227067,-0.2078328347041295,0.43198540517051104,-1.5695570575405469,1.158190489465445,,,,1.0418769972230089,0.07198915230557149,,,-0.09576009250197276,,,,,,,,,,,,,,,,,,,,-0.20379831597999815,,,-0.22361048751204368,,,,,,,,,,,,,,,,,,,,,,,-1.355031938463851,,-0.26353989750574003,,,,,,,,-0.13214941471785063,,,,,,,0.07082644744778577,,,,,,,,,,-0.011055569133883947,,,,,,,,,,,0.39148421449766685,,1.3332261189123906,,,,,,0.22716974185713854,,,0.4218060848524394,
2022-11-03,1.0797163082637393,-0.6706437422394875,1.219673707742599,-0.21643995805164845,0.36820298659216766,-1.54204024795771,1.3234228785352649,,,,0.9621086614406502,0.04815330635848622,,,-0.08966020608837766,,,,,,,,,,,,,,,,,,,,-0.24209659245272924,,,-0.36310484490821654,,,,,,,,,,,,,,,,,,,,,,,-1.4232677377046283,,-0.20250311680024058,,,,,,,,-0.11788648821993841,,,,,,,0.14285714180716552,,,,,,,,,,-0.10652430114696176,,,,,,,,,,,0.3592312530988447,,1.2321579266608986,,,,,,0.10269475588671537,,,0.37715092767521663,
2022-11-04,1.3616200932367066,-0.31268449881924787,1.3578904798519533,-0.25790294465090724,0.45207575267761735,-1.468876204387728,1.199212012963109,,,,1.405545610351521,0.07848751582403823,,,-0.05788952151668564,,,,,,,,,,,,,,,,,,,,-0.008512529845639272,,,-0.2623327210062922,,,,,,,,,,,,,,,,,,,,,,,-1.4642368572438322,,-0.10148157107337685,,,,,,,,-0.06947410675844269,,,,,,,0.11727343708370132,,,,,,,,,,0.004713573091851941,,,,,,,,,,,0.4527627562474097,,1.202674772005877,,,,,,0.06095936067966562,,,0.2817550603728146,
2022-11-07,1.6564919431231044,-0.5519569605249823,1.5128387018831102,-0.22584951773209694,0.557060885195569,-1.5915860690350458,1.133643700749522,,,,1.4790787969354215,0.13473499847873519,,,0.003998974082502493,,,,,,,,,,,,,,,,,,,,0.21974314972635905,,,-0.2146134949856603,,,,,,,,,,,,,,,,,,,,,,,-1.4667035495054135,,-0.04862240163613318,,,,,,,,0.08055155972078258,,,,,,,0.09346307933432582,,,,,,,,,,0.18178248020026477,,,,,,,,,,,0.5733227855290113,,1.1712814352981709,,,,,,-0.13272767979896438,,,0.3056385986621993,
2022-11-08,1.476698365077759,-0.6545277712018853,1.6506633179923094,-0.23373909471763796,0.7585084946289393,-1.5684061332030983,0.784805965939422,,,,1.0948057552502926,0.10112101334764714,,,0.048974928754202174,,,,,,,,,,,,,,,,,,,,-0.05639021103551334,,,-0.050458243364849206,,,,,,,,,,,,,,,,,,,,,,,-1.59013147226655,,0.012419933056232124,,,,,,,,-0.10222928710222275,,,,,,,-0.021136366153471274,,,,,,,,,,-0.04976820861965919,,,,,,,,,,,0.5422837866517433,,1.1765276885352436,,,,,,-0.1695147599110796,,,0.383462073987148,
2022-11-09,1.411238269564473,-0.3922454289539936,1.7550657243478902,-0.25173565698326833,0.7166857814889325,-1.570495056744564,0.5381903255668876,,,,1.0089308857662918,0.029907981931284466,,,0.05414479597239058,,,,,,,,,,,,,,,,,,,,-0.14953316219007462,,,-0.060714393091389665,,,,,,,,,,,,,,,,,,,,,,,-1.6368891994635095,,0.15488122982935337,,,,,,,,-0.09978436196657764,,,,,,,-0.09069224163788075,,,,,,,,,,0.05100545497249376,,,,,,,,,,,0.5146083862573272,,1.0443486294883004,,,,,,0.017309818609322736,,,0.38495492267223064,
2022-11-10,1.7991860523839527,-0.2884931281186144,2.036400092022069,-0.1365450880996338,0.8847187789585125,-1.6092334234156636,0.7754113796542987,,,,1.4352367371902048,0.09660007749565117,,,0.11829656058360599,,,,,,,,,,,,,,,,,,,,0.07398041742129213,,,0.06700493295775337,,,,,,,,,,,,,,,,,,,,,,,-1.701532766247204,,0.18258347582008927,,,,,,,,0.1291034119379282,,,,,,,0.02302094127503316,,,,,,,,,,0.1835453372716983,,,,,,,,,,,0.6931229502457588,,1.048383560339654,,,,,,0.17371370219693807,,,0.46568528216612814,
2022-11-11,1.8467593460756158,-0.5210752240262,2.301359284057182,-0.03331700122119019,1.1257286262120112,-1.6977076932481117,0.4303218749651553,,,,1.3736083268815427,0.17045926858811147,,,0.1277811589379529,,,,,,,,,,,,,,,,,,,,0.3553998759185292,,,0.2558943447535986,,,,,,,,,,,,,,,,,,,,,,,-1.9585335340108576,,0.29204996474230777,,,,,,,,0.3470512060723075,,,,,,,-0.06200209845913145,,,,,,0.0005917272726474465,,,,0.048898652340918725,,,,,,,,,,,0.8478656032939013,,0.9462394407613202,,,,,,0.08307844945971071,,,0.2760674426031097,
